stop_id,stop_name,lat,lon,routes,toward
11083,GOTHAM PKWY AT VETERANS BLVD,40.82714,-74.06982,144|76|772,
11084,GOTHAM PKWY AT JONY DR,40.82819000000001,-74.0689,144|76|772,
11085,GOTHAM PKWY AT AMOR AVE,40.83116,-74.06602000000001,144|76|772,
11086,GOTHAM PKWY AT UNIVERSAL PL,40.83324,-74.06438,144|76|772,
11087,GOTHAM PKWY AT UNIVERSAL PL,40.83314,-74.06454000000001,144|703|76|772,
11088,GOTHAM PKWY AT AMOR AVE,40.8314,-74.06588,144|703|76|772,
11089,GOTHAM PKWY AT JONY DR,40.82842,-74.06883,144|703|76|772,
11090,GOTHAM PKWY AT VETERANS BLVD,40.82702,-74.07005000000001,144|703|76|772,
11091,HACKENSACK ST AT DIVISION AVE,40.83869000000001,-74.09077,76,Newark
11092,HACKENSACK ST AT BERRY AVE,40.8399,-74.08980000000001,76,Newark
11093,HACKENSACK ST AT SUMMIT AVE,40.84122,-74.08878,76,Newark
11094,HACKENSACK ST AT SUMMIT AVE,40.8411,-74.08898,76,Hackensack
11096,HACKENSACK ST AT DIVISION AVE,40.83876,-74.09087000000001,76,Hackensack
11097,MONROE ST AT BROAD ST,40.83921,-74.0955,163|164,Ridgewood
11098,MONROE ST AT DIVISION AVE,40.84065,-74.09403,163|164,Ridgewood
11099,MONROE ST AT SUMMIT AVE,40.84259,-74.09206,163|164,Ridgewood
11100,MONROE ST AT SUMMIT AVE,40.84276000000001,-74.09200000000001,163|164,New York
11101,MONROE ST AT DIVISION AVE,40.84082,-74.09398,163|164,New York
11102,MONROE ST AT BROAD ST,40.8394,-74.09541,163|164,New York
11103,MOONACHIE RD AT EASTERN WAY,40.83419000000001,-74.05543,772,
11105,PATERSON PLANK RD AT GOTHAM PARKWAY,40.82153,-74.06995,144|160|163|164|703|772,Ridgewood
11106,RT-120 65'N OF GOTHAM PKWY,40.82402,-74.07331,160|163|164|703,Ridgewood
11107,RT-120 1052' N OF GOTHAM PKWY.,40.82555000000001,-74.07551000000001,160|163|164|703,Ridgewood
11108,PATERSON PLANK RD AT MURRAY HILL PKWY,40.82962000000001,-74.08247,160|163|164|703,Ridgewood
11110,WASHINGTON AVE AT BARELL AVE,40.82475,-74.05835,161|703|772,
11111,WASHINGTON AVE 117'S OF KERO RD,40.82660000000001,-74.05630000000001,161|703|772,
11112,WASHINGTON AVE 200'N OF COMMERCE RD,40.83022,-74.05385000000001,161|703|772,
11113,WASHINGTON AVE AT EMPIRE BLVD,40.83338000000001,-74.05309000000001,161|772,
11114,MOONACHIE RD AT MOONACHIE AVE,40.83181,-74.05363000000001,161|772,
11115,WASHINGTON AVE AT COMMERCE RD,40.82925,-74.05451000000001,161|772,
11116,WASHINGTON AVE 198'S OF KERO RD,40.82656,-74.05667000000001,161|772,
11118,WASHINGTON AVE AT VETERANS BLVD,40.82271,-74.06075000000001,161|772,
11311,BERRY CREEK RD AT ENTRANCE STABLE GATES,40.82309,-74.07762000000001,160|703,
11312,BERRY CREEK RD 330' S OF ENTRANCE STABLE GATE,40.82112,-74.07782,160|703,
11313,HACKENSACK ST AT HOBOKEN RD,40.83543,-74.09283,76,Hackensack
11316,PATERSON AVE AT GRANT ST,40.84884,-74.11338,160|703,
11317,PATERSON AVE AT WALL ST,40.84754,-74.11213000000001,160|703,
11318,PATERSON AVE AT FRANKLIN PL,40.84604,-74.11033,160|703,
11319,PATERSON AVE 300'W OF FRANKLIN PL,40.84533,-74.10935,160|703,
11320,PATERSON AVE AT ATKINS TERRACE,40.84396,-74.10713000000001,160|703,
11321,PATERSON AVE AT MORRISSEE AVE,40.84281,-74.10513,160|703,
11322,PATERSON AVE AT POPLAR ST,40.8409,-74.10181,160|703,
11323,PATERSON AVE AT MOZART ST,40.83895,-74.10050000000001,160|163|164|703,New York
11324,PATERSON AVE AT UHLAND ST,40.83551000000001,-74.09864,160|163|164|703,New York
11325,PATERSON AVE AT GROVE ST,40.83426,-74.09795000000001,160|163|164|703,New York
11326,PATERSON AVE AT HACKENSACK ST,40.8325,-74.09551,160|163|164|703,New York
11327,PATERSON AVE AT VREELAND AVE,40.83275,-74.09309,160|163|164|703,New York
11328,PATERSON AVE AT JANE ST,40.83312,-74.09145000000001,160|163|164|703,Ridgewood
11329,PATERSON AVE AT HACKENSACK ST,40.8327,-74.09386,160|163|164|703,Ridgewood
11330,PATERSON AVE AT LINCOLN PL,40.83436,-74.09789,160|163|164,Ridgewood
11331,PATERSON AVE AT WASHINGTON PL,40.83545,-74.09849000000001,163|164|703,Ridgewood
11334,PATERSON PLANK RD AT MURRAY HILL PKWY,40.82994,-74.08353000000001,160|163|164|703,New York
11335,RT-120 1052' N OF GOTHAM PARKWAY,40.82534,-74.07559,160|163|164|703|76,New York
11336,RT-120 AT GOTHAM PARKWAY,40.82362000000001,-74.07317,160|163|164|703|76,New York
11337,PATERSON PLANK RD AT GOTHAM PARKWAY,40.82119,-74.06994,160|163|164|703|772,New York
11350,MURRAY HILL PKWY at RT-120,40.82941,-74.08277000000001,76,Newark
11352,HACKENSACK ST 340'S OF PATERSON AVE,40.83150000000001,-74.09583,76,Hackensack
11356,MURRAY HILL PKWY at RT-120,40.82909,-74.08338,76,Hackensack
11423,MOLA BLVD AT GARVEY PL,40.89452,-74.11344000000001,702,Paterson
11424,MOLA BLVD AT RUDOLPH AVE,40.89613000000001,-74.11416000000001,702,Paterson
11425,MOLA BLVD AT PALSA AVE,40.89752,-74.11478000000001,702,Paterson
11426,MOLA BLVD AT MARKET ST,40.89938,-74.1156,702,Paterson
11447,MOLA BLVD AT PALSA AVE,40.89764,-74.11496000000001,702,Elmwood Park
11448,MOLA BLVD AT RUDOLPH AVE,40.89629,-74.11437000000001,702,Elmwood Park
11449,MOLA BLVD AT US-46,40.89383,-74.11331000000001,702,Elmwood Park
11456,MARKET ST AT KOHNER PL,40.89893,-74.11193,712,
11457,MARKET ST AT AUGUSTA ST,40.89844,-74.10881,712,
11458,MARKET ST AT OBAL AVE,40.89805,-74.10656,712,
11459,MARKET ST AT MIDLAND AVE,40.89771,-74.10430000000001,712,
11460,MARKET ST AT MIDLAND AVE,40.89791,-74.10446,712,
11461,MARKET ST AT OBAL AVE,40.89810000000001,-74.10633,712,
11463,MARKET ST AT KOHNER PL,40.89902,-74.11189,712,
11464,MARKET ST AT MOLA BLVD,40.89975,-74.11634000000001,712,
11470,MIDLAND AVE AT RENA LANE,40.8943,-74.10411,160|758,
11471,MIDLAND AVE AT MARKET ST,40.89819000000001,-74.10389,160|758,
11472,MIDLAND AVE AT MARKET ST,40.89733,-74.10413000000001,160|758,
11473,MIDLAND AVE AT RENA LANE,40.89447000000001,-74.10423,160|758,
11474,RIVER DR AT BIRCHWOOD DR,40.89559000000001,-74.12618,151|161,
11475,RIVER DR AT SLATER DR,40.89859000000001,-74.12610000000001,151|161,
11476,RIVER DR AT SLATER DR,40.89833,-74.12624000000001,151|161,
11485,US-46 at BANK ST,40.89324000000001,-74.12352,151|161,
11486,US-46 at MILL ST,40.89318,-74.11744,151|161,
11487,US-46 AT MOLA BLVD,40.89331000000001,-74.11246000000001,151|161,
11488,US-46 at MEYER ST,40.89321,-74.10721000000001,151|161,
11489,US-46 278'W OF MOLA BLVD/MILL ST,40.89347,-74.11477000000001,151|161,
11490,US-46 at MILL ST,40.89338,-74.11808,151|161,
11491,US-46 AT BANK ST,40.89344000000001,-74.12338000000001,151|161,
11955,BELMONT AVE AT PALISADE AVE,40.87495000000001,-74.11058000000001,702,Elmwood Park
11956,BELMONT AVE AT PALISADE AVE,40.87504000000001,-74.11065,702,Paterson
11957,HARRISON AVE AT MACARTHUR AVE,40.87014000000001,-74.10223,707,Paterson
11958,JEWELL ST AT OUTWATER LN,40.88058,-74.1182,702,Paterson
11959,LANZA AVE AT JEWELL ST,40.88624,-74.12065000000001,702,Paterson
11961,LANZA AVE AT RAY ST,40.88725,-74.11766,702,Paterson
11962,LANZA AVE AT MAIN ST,40.8885,-74.113,702,Elmwood Park
11963,LANZA AVE AT RAY ST,40.88725,-74.11794,702,Elmwood Park
11964,LANZA AVE AT JEWELL ST,40.88656,-74.12064000000001,702,Elmwood Park
11965,MACARTHUR AVE AT GRAND ST,40.87095,-74.10139000000001,707,Paterson
11966,MACARTHUR AVE AT FREDERICK ST,40.8733,-74.09946000000001,707,Paterson
11967,MACARTHUR AVE AT ELIZABETH ST,40.87729,-74.09627,707,Paterson
11968,MIDLAND AVE AT GRAND ST,40.87152,-74.10417000000001,160|758,
11969,MIDLAND AVE AT VAN WINKLE AVE,40.87402,-74.10385000000001,160|758,
11970,MIDLAND AVE AT ELIZABETH ST,40.8791,-74.10218,160|758,
11971,MIDLAND AVE AT SEMEL AVE,40.88800000000001,-74.10314000000001,160|758,
11972,MIDLAND AVE AT OUTWATER LANE,40.88395000000001,-74.10077000000001,160|758,
11973,MIDLAND AVE AT ELIZABETH ST,40.87941,-74.10215000000001,160|758,
11974,MIDLAND AVE AT CLARK ST,40.87294,-74.10411,160|758,
11975,MIDLAND AVE AT GRAND ST,40.87164000000001,-74.10429,160|758,
11976,MIDLAND AVE AT RIVER DR,40.86413,-74.10600000000001,161|707,Paramus
11977,MONROE ST AT PALISADE AVE,40.86968,-74.10833000000001,702,Paterson
11978,MONROE ST AT PALISADE AVE,40.86983,-74.10810000000001,160|758,
11979,OUTWATER LN AT WESSINGTON AVE,40.88087,-74.11515,702,Elmwood Park
11980,OUTWATER LN AT MACARTHUR AVE,40.88582,-74.09503000000001,707,Paramus
11981,PALISADE AVE AT SOMERSET ST,40.86692,-74.10702,160|758,
11982,PALISADE AVE AT HUDSON ST,40.86811,-74.1075,160|758,
11983,PALISADE AVE AT MONROE ST,40.86954,-74.10810000000001,160|758,
11984,PALISADE AVE AT WILLARD ST,40.87129,-74.10881,702,Paterson
11985,PALISADE AVE AT VAN WINKLE AVE,40.87284,-74.10946000000001,702,Paterson
11986,PALISADE AVE AT VAN WINKLE AVE,40.87279,-74.10952,702,Elmwood Park
11987,PALISADE AVE AT HUDSON ST,40.86797000000001,-74.10756,160|758,
11988,PASSAIC ST AT PALISADE AVE,40.86606,-74.10633,160|709,
11989,PASSAIC ST AT MIDLAND AVE,40.86649000000001,-74.10465,707|709,
11990,PASSAIC ST AT MARSELLUS PL,40.86699,-74.1033,709,
11992,PASSAIC ST AT MIDLAND AVE,40.86651000000001,-74.10503,707|709,
11993,MIDLAND AVE AT VAN WINKLE AVE#,40.87406,-74.104,160|758,
11994,MIDLAND AVE AT PALISADE AVE,40.86604000000001,-74.1055,160,
11995,PASSAIC ST AT CAMBRIDGE AVE#,40.86552,-74.10845,160|161|709|758,
11996,PASSAIC ST AT CAMBRIDGE AVE#,40.86572,-74.10821,161|709|758,
11997,PASSAIC ST AT RIVER DR#,40.86532,-74.10958000000001,161|709|758,
11998,MIDLAND AVE AT PALISADE AVE,40.86395,-74.10564000000001,160,
12000,MIDLAND AVE AT FREDERICK ST#,40.87546,-74.10341000000001,160|758,
12001,PALISADE AVE AT PASSAIC ST#,40.86608,-74.10681000000001,758,Paramus Park
12002,HARRISON AVE AT HIGHLAND AVE#,40.88463,-74.09251,707,Paramus
12003,HARRISON AVE AT ARNOT ST#,40.88048000000001,-74.09386,707,Paramus
12004,HARRISON AVE AT ELIZABETH ST#,40.87716,-74.09547,707,Paramus
12005,HARRISON AVE AT CHARLES ST#,40.87449,-74.09748,707,Paramus
12006,HARRISON AVE AT FREDERICK ST#,40.8731,-74.09867000000001,707,Paramus
12007,HARRISON AVE AT GRAND ST#,40.87074,-74.10069,707,Paramus
12009,MACARTHUR AVE AT CHARLES ST#,40.87491,-74.09806,707,Paterson
12010,MACARTHUR AVE AT ARNOT ST#,40.8805,-74.09469,707,Paterson
12011,MACARTHUR AVE AT HIGHLAND AVE#,40.88403,-74.09421,707,Paterson
12012,PASSAIC ST AT FREDERICK ST#,40.87085,-74.09537,709,
12014,PASSAIC ST AT MACARTHUR AVE#,40.86743000000001,-74.10267,709,
12015,PASSAIC ST AT PALISADE AVE#,40.8661,-74.10662,709,
12016,PASSAIC ST AT MACARTHUR AVE#,40.86776,-74.10163,709,
12017,PASSAIC ST AT NAPLES PL#,40.86868,-74.09967,709,
12018,PASSAIC ST AT FREDERICK ST#,40.87067,-74.09546,709,
12019,PALISADE AVE AT MONROE ST#,40.86983,-74.10837000000001,702,Elmwood Park
12020,MONROE ST AT RIVER DR#,40.86909,-74.11176,702,Elmwood Park
12022,MONROE ST AT RIVER DR#,40.86894,-74.11136,702,Paterson
12023,WESSINGTON AVE AT ORCHARD ST#,40.87837,-74.11285000000001,702,Paterson
12024,OUTWATER LN AT WESSINGTON AVE#,40.88133000000001,-74.1132,702,Paterson
12025,JEWELL ST AT MORRIS AVE#,40.88287,-74.11916000000001,702,Paterson
12026,JEWELL ST AT MARKET ST#,40.88438,-74.11984000000001,702,Paterson
12027,LANZA AVE AT MAIN AVE#,40.88843000000001,-74.11281000000001,702,Paterson
12028,SHAW ST AT LANZA AVE#,40.88928000000001,-74.11110000000001,702,Paterson
12029,SHAW ST AT BOULEVARD#,40.89158,-74.11207,702,Paterson
12030,SHAW ST AT SPRING GARDEN LANE#,40.89084,-74.11193,702,Elmwood Park
12031,SHAW ST AT LANZA AVE#,40.88903000000001,-74.11112,702,Elmwood Park
12034,WESSINGTON AVE AT ORCHARD ST#,40.8785,-74.11308000000001,702,Elmwood Park
12035,MIDLAND AVE AT BELMONT AVE#,40.87689,-74.10309000000001,160|758,
12036,MIDLAND AVE AT KRAKOW ST#,40.88159,-74.101,160|758,
12037,MIDLAND AVE AT LANZA AVE#,40.89061,-74.10405,160|758,
12038,MIDLAND AVE at US-46 #,40.89255,-74.10429,758,Paramus Park
12039,MIDLAND AVE AT KRAKOW ST#,40.88149000000001,-74.10085000000001,160|758,
12040,MIDLAND AVE AT CHARLES ST#,40.87689,-74.10292000000001,160|758,
12041,HARRISON AVE AT MARSELLUS PL#,40.868,-74.10436,707,Paterson
12081,CENTRAL AVE AT MAPLE HILL DR,40.89291,-74.05851000000001,163|752|753,New York
12082,CENTRAL AVE AT SUMMIT AVE,40.89131,-74.05567,752|753,
12084,CENTRAL AVE AT PROSPECT AVE,40.89048,-74.05422,752|753,
12085,CENTRAL AVE AT 2ND ST,40.8888,-74.05123,752|753,
12093,CENTRAL AVE AT FIRST ST,40.88878,-74.05104,752|753,
12095,CENTRAL AVE AT PROSPECT AVE,40.89094,-74.05487000000001,752|753,
12096,CENTRAL AVE AT SUMMIT AVE,40.89188,-74.05653000000001,163|752|753,Ridgewood
12097,CENTRAL AVE AT THE ESPLANADE,40.8933,-74.05903,163|752|753,Ridgewood
12099,ESSEX ST 150' W OF EASTERLY ARCADIA RD,40.88585,-74.0626,144|164|712,
12100,ESSEX ST AT SUMMIT AVE,40.88389,-74.05937,144|163|164|712|780,
12101,ESSEX ST AT PROSPECT AVE MEDICAL CTR,40.88306,-74.05795,144|162|163|164|712|780,
12102,ESSEX ST AT HOSPITAL DR,40.88251,-74.057,144|162|163|164|712|780,
12103,ESSEX ST AT POLIFLY RD,40.88108,-74.05461000000001,712|780,
12104,ESSEX ST AT RAILROAD AVE,40.87951,-74.05201000000001,712|76|780,Newark
12105,ESSEX ST AT GREEN ST,40.87881,-74.05086,712|76|780,Newark
12107,ESSEX ST AT NEWMAN ST,40.88039000000001,-74.0532,712|76|780,Hackensack
12108,ESSEX ST AT POLIFLY RD,40.88145,-74.05496000000001,144|162|163|164|712|780,
12111,ESSEX ST AT SUMMIT AVE,40.88464,-74.06033000000001,144|164|712,
12112,ESSEX ST AT EASTERLY ARCADIA RD,40.88583000000001,-74.06237,144|164|712,
12113,ESSEX ST AT WESTERLY ARCADIA RD,40.88705,-74.06435,144|164|712,
12174,PASSAIC ST AT ESPLANADE,40.89969000000001,-74.05686,162|175|770,New York (GWB)
12175,PASSAIC ST AT SUMMIT AVE,40.89721,-74.05271,162|175|770,New York (GWB)
12176,PASSAIC ST AT PROSPECT AVE,40.89631000000001,-74.05127,175|770,New York (GWB)
12182,PLEASANTVIEW AVE AT SUMMIT AVE,40.87560000000001,-74.06633000000001,709,
12183,POLIFLY RD AT ELLEEN TERRACE,40.875,-74.05985000000001,144|162|163|164|76,Newark
12185,POLIFLY RD AT LODI ST,40.8772,-74.05766000000001,144|162|163|164|76,Newark
12187,POLIFLY RD AT ESSEX ST,40.88075000000001,-74.05465000000001,144|162|163|164|76,Hackensack
12188,POLIFLY RD AT PARKER AVE,40.87949,-74.05537000000001,144|162|163|164|76,Hackensack
12189,POLIFLY RD 193'S OF MARVIN AVE,40.87759,-74.05749,144|162|163|164|76,Hackensack
12191,POLIFLY RD AT PLEASANTVIEW AVE,40.87283,-74.06190000000001,76,Hackensack
12193,PROSPECT AVE AT ATLANTIC ST,40.88602,-74.05689000000001,162,Maywood
12194,PROSPECT AVE AT BEECH ST,40.88725,-74.05590000000001,162,Maywood
12195,PROSPECT AVE AT CENTRAL AVE,40.89111,-74.05435,162,Maywood
12196,PROSPECT AVE 480'N OF CENTRAL AVE/GOLF PL,40.89249,-74.05367000000001,162,Maywood
12197,PROSPECT AVE 466'S OF PASSAIC/BERRY ST,40.89514,-74.05229,162,Maywood
12198,PROSPECT AVE AT BERRY ST,40.89495,-74.05238,162,New York
12199,PROSPECT AVE AT CENTRAL AVE,40.89222,-74.05383,162,New York
12200,PROSPECT AVE 205' S OF CENTRAL AVE/BEECH ST,40.89014,-74.05485,162,New York
12201,PROSPECT AVE AT BEECH ST,40.88688,-74.05652,162,New York
12202,PROSPECT AVE AT ATLANTIC ST,40.88556000000001,-74.05720000000001,162,New York
12221,SUMMIT AVE AT WEST PLEASANTVIEW AVE,40.87511000000001,-74.06568,163|164|780,Ridgewood
12222,SUMMIT AVE AT STANDISH AVE,40.88034,-74.06279,163|164|780,Ridgewood
12223,SUMMIT AVE AT MARVIN AVE,40.8815,-74.0622,163|164|780,Ridgewood
12224,SUMMIT AVE AT SIMONS AVE,40.88238,-74.06147,163|164|780,Ridgewood
12226,SUMMIT AVE & ESSEX ST,40.88460000000001,-74.05937,163,Ridgewood
12227,SUMMIT AVE AT BEECH ST,40.88823,-74.05751000000001,163,Ridgewood
12228,SUMMIT AVE AT AMERICAN LEGION DR,40.89035000000001,-74.05644000000001,163,Ridgewood
12229,SUMMIT AVE AT CENTRAL AVE,40.89109000000001,-74.05627000000001,163,New York
12230,SUMMIT AVE AT BEECH ST,40.8877,-74.05799,163,New York
12231,SUMMIT AVE & ESSEX ST,40.88379,-74.06021000000001,163|164|780,New York
12232,SUMMIT AVE AT SIMONS AVE,40.88233,-74.06171,163|164|780,New York
12233,SUMMIT AVE AT MARVIN AVE,40.88134,-74.06241,163|164|780,New York
12234,SUMMIT AVE AT MARY ST,40.87972000000001,-74.06330000000001,163|164|780,New York
12235,SUMMIT AVE AT WEST PLEASANTVIEW AVE,40.87502000000001,-74.06597000000001,163|164|709|780,New York
12237,THE ESPLANADE AT HEATH PL,40.89568000000001,-74.05909000000001,163|753,Ridgewood
12238,THE ESPLANADE AT COLONIAL TERRACE,40.89824,-74.05806000000001,163|753,Ridgewood
12272,BOULEVARD AT RAYMOND ST,40.85942,-74.08064,163|164|780,Ridgewood
12273,BOULEVARD AT DIVISION AVE,40.86009000000001,-74.08000000000001,163|164|780,Ridgewood
12274,BOULEVARD AT FRANKLIN AVE,40.86208000000001,-74.078,163|164|780,Ridgewood
12275,BOULEVARD AT WILLIAMS AVE,40.86865,-74.07124,163|164|780,Ridgewood
12276,BOULEVARD AT BALDWIN AVE,40.87358,-74.06694,163|164|709|780,Ridgewood
12277,BOULEVARD AT BALDWIN AVE,40.87316000000001,-74.06753,163|164|709|780,New York
12278,BOULEVARD AT WILLIAMS AVE,40.86898,-74.07116,163|164|780,New York
12279,BOULEVARD AT FRANKLIN AVE,40.86207,-74.07817,163|164|780,New York
12280,BOULEVARD AT DIVISION AVE,40.86040000000001,-74.07995000000001,163|164|780,New York
12281,BOULEVARD AT RAYMOND ST,40.85963,-74.08066000000001,163|164|780,New York
12282,BOULEVARD AT PASSAIC AVE CIRCLE,40.85853,-74.08173000000001,163|164|780,New York
12283,INDUSTRIAL AVE AT RAILROAD ST,40.85016,-74.07358,144|76,
12284,TERRACE AVE AT LINCOLN AVE,40.85077,-74.07874000000001,76,Newark
12285,TERRACE AVE AT HENRY ST,40.85588000000001,-74.07662,76,Newark
12286,TERRACE AVE AT FRANKLIN AVE,40.85936,-74.07403000000001,76,Newark
12287,TERRACE AVE AT MADISON AVE,40.86300000000001,-74.07058,76,Newark
12288,TERRACE AVE AT WILLIAMS AVE,40.86671,-74.06706000000001,76,Newark
12289,TERRACE AVE AT PASADENA TER,40.87002,-74.06402,76,Newark
12290,TERRACE AVE AT PASADENA TER,40.87005000000001,-74.06421,161|76,Hackensack
12291,TERRACE AVE AT WILLIAMS AVE,40.86709,-74.0668,161|76,Hackensack
12292,TERRACE AVE AT MADISON AVE,40.86319,-74.07051000000001,76,Hackensack
12293,TERRACE AVE AT FRANKLIN AVE,40.85964000000001,-74.07389,76,Hackensack
12294,TERRACE AVE AT HENRY ST,40.85629,-74.07666,76,Hackensack
12295,TERRACE AVE AT LINCOLN AVE,40.85094,-74.07871,76,Hackensack
12296,WILLIAMS AVE AT BOULEVARD,40.86952,-74.07151,161|709,
12297,WILLIAMS AVE AT TERRACE AVE,40.86695,-74.06719000000001,161,
12298,WILLIAMS AVE at RT-17,40.86561,-74.06501,161,
12300,WILLIAMS AVE AT BURTON AVE,40.86748,-74.06787,161,
12301,WILLIAMS AVE AT BOULEVARD,40.86958000000001,-74.07138,161|709,
12307,BOULEVARD AT MADISON AVE,40.86558,-74.07463,163|164|780,New York
12308,BOULEVARD AT CENTRAL AVE,40.86452000000001,-74.07548000000001,163|164|780,Ridgewood
12460,ESSEX ST AT ROCHELLE AVE,40.89463000000001,-74.07736000000001,144|164|712,
12462,ESSEX ST AT MAYWOOD AVE,40.88909,-74.06819,144|164|712,
12463,GARIBALDI AVE AT MAIN ST,40.88485,-74.08206000000001,709,
12464,GARIBALDI AVE AT BROOK ST,40.88319000000001,-74.07926,709,
12465,GARIBALDI AVE AT MILL ST,40.88133000000001,-74.07616,709,
12466,GARIBALDI AVE AT SHORT ST,40.87984,-74.07364000000001,709,
12467,GARIBALDI AVE AT WISSE ST,40.87745,-74.06962,709,
12468,GARIBALDI AVE AT WISSE ST,40.87765,-74.06978000000001,709,
12469,GARIBALDI AVE AT META LN,40.88037000000001,-74.07436000000001,709,
12470,GARIBALDI AVE AT MILL ST,40.88148,-74.0762,709,
12471,GARIBALDI AVE AT BROOK ST,40.88317000000001,-74.07906000000001,709,
12472,GARIBALDI AVE AT MAIN ST,40.88503,-74.0822,709,
12473,MAIN ST AT AVENUE C,40.8873,-74.08120000000001,709,
12474,MAIN ST AT WILSON ST,40.89189,-74.07939,709,
12475,MAIN ST AT AVENUE F,40.88957000000001,-74.08047,709,
12476,MAIN ST AT AVENUE C,40.88721,-74.08131,709,
12477,MAIN ST AT ARNOT ST,40.87662,-74.08676000000001,161|709,
12478,MEMORIAL DR AT WASHINGTON ST,40.87602,-74.08719,161|709,
12480,PASSAIC AVE AT FIRST ST,40.8734,-74.08929,709,
12481,PASSAIC AVE AT HOME PL,40.87226,-74.09238,709,
12483,US-46 AT WESTMINSTER PL,40.88451000000001,-74.08832000000001,151|161,
12486,US-46 at CHRISTOPHER ST,40.8766,-74.07313,151|161,
12487,US-46 at SAVOIE ST,40.87544,-74.07116,151|161,
12488,US-46 at NORTH SAVOIE ST,40.87582,-74.07139000000001,151|161,
12489,US-46 500' W of CHRISTOPHER ST,40.87753,-74.07430000000001,151|161,
12490,US-46 at MONEY ST,40.8811,-74.08097000000001,151|161,
12492,US-46 AT WESTMINSTER PL,40.88481,-74.08826,151|161,
12493,PASSAIC (TERHUNE) AVE AT ROOSEVELT AVE,40.86408,-74.09201,780,
12494,UNION ST AT MAIN ST (LIBERTY ST),40.87724,-74.08459,161|709,
12495,UNION ST AT PROSPECT ST,40.87566,-74.08183000000001,161|709,
12496,UNION ST AT BROOKSIDE AVE,40.87349,-74.07819,161|709,
12497,UNION ST AT OAK GROVE AVE,40.87084,-74.07372000000001,161|709,
12498,UNION ST AT PINE ST,40.87163,-74.0749,161|709,
12499,UNION ST AT JAMES PL,40.87317,-74.07748000000001,161|709,
12500,UNION ST AT MASSEY ST,40.87614000000001,-74.08249,161|709,
12501,UNION ST AT MAIN ST (RENNIE PL),40.87717000000001,-74.08426,161|709,
12514,CHUBB AVE AT VALLEY BROOK AVE,40.79824,-74.09988000000001,192|199|76,New York
12515,CHUBB AVE 1584' N OF VALLEY BROOK AVE,40.80122,-74.09684,192|199|76,New York
12516,CHUBB AVE 2376' N OF VALLEY BROOK AVE,40.80339,-74.09727000000001,192|199|76,New York
12517,CLAY AVE 778'S OF WALL ST WEST,40.80313,-74.10147,192|199|76,New York
12518,CLAY AVE 248'N OF VALLEY BROOK AVE,40.80093,-74.10245,192|199|76,New York
12522,POLITO AVE AT RUTHERFORD AVE,40.80949,-74.10397,192|199|76,New York
12523,RIDGE RD AT TENEYCK AVE,40.80067,-74.12431000000001,109|76,Newark
12524,RIDGE RD AT BALDWIN AVE,40.80328,-74.12238,109|76,Newark
12525,RIVERSIDE AVE AT PAGE AVE,40.81201,-74.13631000000001,192|199,New York
12526,RIDGE RD AT MARIN AVE,40.80628,-74.12019000000001,109|76,Newark
12527,RIDGE RD AT VALLEY BROOK AVE,40.80835,-74.11868000000001,109|76,Newark
12528,RIDGE RD AT MILTON AVE,40.81048000000001,-74.11714,109|76,Newark
12530,RIDGE RD AT THIRD AVE,40.813,-74.11532000000001,109|76,Newark
12531,RIDGE RD AT FIFTH AVE,40.81445,-74.11427,109|76,Newark
12532,RIDGE RD AT FIFTH AVE,40.81473,-74.11423,109|76,Hackensack
12533,RIDGE RD AT THIRD AVE,40.81330000000001,-74.11528000000001,109|76,Hackensack
12535,RIDGE RD AT FREEMAN ST,40.80992000000001,-74.11774000000001,109|76,Hackensack
12536,RIDGE RD AT VALLEY BROOK AVE,40.80882,-74.11854000000001,109|76,Hackensack
12537,RIDGE RD AT PAGE AVE,40.80436,-74.12177000000001,109|76,Hackensack
12538,RIDGE RD AT KINGSLAND AVE,40.80289,-74.12284000000001,109|76,Hackensack
12539,RIDGE RD AT SUMMER AVE,40.80114,-74.12414000000001,109|76,Hackensack
12540,RIDGE RD AT PAGE AVE,40.80403,-74.12183,109|76,Newark
12541,RIVERSIDE AVE 275'S OF PAGE AVE,40.81158000000001,-74.1367,192|199,Clifton
12542,RUTHERFORD AVE AT STUYVESANT AVE,40.82039,-74.12051000000001,191|192|195|199|76,New York
12543,RUTHERFORD AVE AT DELAFIELD AVE,40.81882,-74.11784,191|192|195|199|76,New York
12544,RUTHERFORD AVE AT RIDGE RD,40.81616,-74.11329,191|192|195|199,New York
12545,RUTHERFORD AVE AT ORIENT WAY,40.81385,-74.10944,109|191|192|195|199|76,New York
12546,RUTHERFORD AVE AT POLITO AVE,40.81034,-74.10344,109|190|191|192|195|199|76,
12556,VALLEY BROOK AVE 627' W OF CHUBB AVE,40.79936,-74.102,192|199|76,New York
12560,WALL ST WEST AT GARLAND WAY,40.80622,-74.10381000000001,192|199|76,New York
12561,WALL ST WEST AT GARLAND WAY WESTBOUND,40.8055,-74.10005000000001,192|199|76,New York
12562,WALL ST. WEST AT CLAY AVE,40.80565,-74.10267,192|199|76,New York
12563,WALL ST. WEST AT GARLAND WAY,40.80650000000001,-74.10409,192|199|76,New York
12603,CENTRAL AVE AT GOLF AVE,40.89583,-74.06351000000001,752,
12604,ESSEX ST AT MAYBROOK DR,40.88827000000001,-74.0665,144|164|712,
