name,agency,code,routes,toward
CLINTON AVE AT BERGEN ST,njt_bus,6284,,Broad Street
CLINTON AVE AT PESHINE AVE,njt_bus,6285,,Broad Street
CLINTON AVE AT RIDGEWOOD AVE,njt_bus,6286,,Broad Street
CLINTON AVE AT HILLSIDE AVE,njt_bus,6287,,Broad Street
CLINTON AVE AT ELIZABETH AVE,njt_bus,6288,,Broad Street
CLINTON AVE AT ASTOR ST,njt_bus,6289,,Broad Street
CLINTON AVE AT THOMAS ST,njt_bus,6290,,Broad Street
CLINTON AVE AT THOMAS ST,njt_bus,6291,,Clinton Avenue
CLINTON AVE AT MURRAY ST,njt_bus,6292,,Clinton Avenue
CLINTON AVE AT ELIZABETH AVE,njt_bus,6293,,Newark
CLINTON AVE AT STRATFORD PL,njt_bus,6294,,Clinton Avenue
CLINTON AVE AT HILLSIDE AVE,njt_bus,6295,,Clinton Avenue
CLINTON AVE AT RIDGEWOOD AVE,njt_bus,6296,,Clinton Avenue
CLINTON AVE AT PESHINE AVE,njt_bus,6297,,Clinton Avenue
CLINTON AVE AT SEYMOUR AVE,njt_bus,6298,,Clinton Avenue
CLINTON AVE AT TREACY AVE,njt_bus,6299,,Clinton Avenue
CLINTON AVE AT SHANLEY AVE,njt_bus,6300,,Clinton Avenue
CLINTON AVE AT SOUTH 12TH ST,njt_bus,6301,,Clinton Avenue
CLINTON AVE AT SOUTH 14TH ST,njt_bus,6302,,Clinton Avenue
CLINTON AVE AT SOUTH 16TH ST,njt_bus,6303,,Clinton Avenue
CLINTON AVE AT SOUTH 18TH ST,njt_bus,6304,,Clinton Avenue
CLINTON AVE AT SOUTH 20TH ST,njt_bus,6305,,Clinton Avenue
CLINTON PL AT LEHIGH AVE,njt_bus,6306,,Broad Street
CLINTON PL AT RENNER AVE,njt_bus,6307,,Broad Street
CLINTON PL AT NYE AVE,njt_bus,6308,,Broad Street
CLINTON PL AT HAWTHORNE AVE,njt_bus,6309,,Broad Street
CLINTON PL AT MILLINGTON AVE,njt_bus,6310,,Broad Street
CLINTON PL AT CLINTON AVE,njt_bus,6311,,Broad Street
CLINTON PL AT RANDOLPH PL,njt_bus,6312,,Clinton Avenue
CLINTON PL AT HAWTHORNE AVE,njt_bus,6313,,Clinton Avenue
CLINTON PL AT NYE AVE,njt_bus,6314,,Clinton Avenue
CLINTON PL AT BRAGAW AVE,njt_bus,6315,,Clinton Avenue
CLINTON PL AT SHEPHARD AVE,njt_bus,6316,,Clinton Avenue
CLINTON PL AT FOREST PL,njt_bus,6317,,Clinton Avenue
COURT ST AT UNIVERSITY AVE,njt_bus,6318,,
COURT ST AT SHIPMAN ST,njt_bus,6319,,
D.M.L. KING BLVD AT BALDWIN ST,njt_bus,6320,,
D.M.L. KING BLVD AT COURT ST,njt_bus,6321,,
D.M.L. KING BLVD 230'S OF ORANGE ST,njt_bus,6322,,
D.M.L. KING BLVD AT COURT ST,njt_bus,6323,,
NJT BUS COMPLEX - DOREMUS AVE,njt_bus,6324,,
DOREMUS AVE 162' N OF WILSON AVE.,njt_bus,6325,,
EAST 7TH AVE AT MT. PROSPECT AVE,njt_bus,6326,,
EAST 7TH AVE AT AMITY PL,njt_bus,6327,,
EAST 7TH AVE AT RUGGIERIO PL,njt_bus,6328,,
EAST 7TH AVE AT RUGGIERIO PL,njt_bus,6329,,
EAST 7TH AVE AT SUMMER AVE,njt_bus,6330,,
EAST 7TH AVE AT SUMMER AVE,njt_bus,6331,,
EAST 7TH AVE AT CUTLER ST,njt_bus,6332,,
EAST 7TH AVE AT MT. PROSPECT AVE,njt_bus,6333,,
ELIZABETH AVE AT GRUMMAN AVE,njt_bus,6334,,Newark
ELIZABETH AVE AT CHANCELLOR AVE,njt_bus,6335,,Newark
ELIZABETH AVE AT VASSAR AVE,njt_bus,6336,,Newark
ELIZABETH AVE AT GOLDSMITH AVE,njt_bus,6337,,Newark
ELIZABETH AVE AT LYONS AVE,njt_bus,6338,,Newark
ELIZABETH AVE AT STENGEL AVE,njt_bus,6339,,Newark
ELIZABETH AVE AT RENNER AVE,njt_bus,6340,,Newark
ELIZABETH AVE AT MEEKER AVE,njt_bus,6341,,Newark
ELIZABETH AVE AT WATSON AVE,njt_bus,6342,,Newark
ELIZABETH AVE AT HAWTHORNE AVE,njt_bus,6343,,Newark
ELIZABETH AVE AT E PEDDIE ST,njt_bus,6344,,Newark
ELIZABETH AVE AT E RUNYON ST,njt_bus,6345,,
ELIZABETH AVE AT E ALPINE ST,njt_bus,6346,,
ELIZABETH AVE AT POINIER ST,njt_bus,6347,,
ELIZABETH AVE AT CLINTON AVE,njt_bus,6348,,
ELIZABETH AVE AT CLINTON AVE,njt_bus,6349,,
ELIZABETH AVE AT POINIER ST,njt_bus,6350,,
ELIZABETH AVE AT W ALPINE ST,njt_bus,6351,,
ELIZABETH AVE AT WEST BIGELOW ST,njt_bus,6352,,Irvington
ELIZABETH AVE AT W BIGELOW ST,njt_bus,6353,,
ELIZABETH AVE AT W PEDDIE ST,njt_bus,6354,,
ELIZABETH AVE AT HAWTHORNE AVE,njt_bus,6355,,Plainfield
ELIZABETH AVE AT WATSON AVE,njt_bus,6356,,Plainfield
ELIZABETH AVE AT MEEKER AVE,njt_bus,6357,,Plainfield
ELIZABETH AVE AT CUSTER AVE,njt_bus,6358,,Plainfield
ELIZABETH AVE AT RENNER AVE,njt_bus,6359,,Plainfield
ELIZABETH AVE AT LEHIGH AVE,njt_bus,6360,,Plainfield
ELIZABETH AVE AT LYONS AVE,njt_bus,6361,,Plainfield
ELIZABETH AVE AT POMONA AVE,njt_bus,6362,,Plainfield
ELIZABETH AVE AT VASSAR AVE,njt_bus,6363,,Plainfield
ELIZABETH AVE AT CHANCELLOR AVE,njt_bus,6364,,Plainfield
ELIZABETH AVE AT GRUMMAN AVE,njt_bus,6365,,Plainfield
CORRECTION CENTER - DOREMUS AVE,njt_bus,6366,,
EUCLID AVE AT LOCKWOOD ST,njt_bus,6367,,
FABYAN PL AT LORETTO ST,njt_bus,6368,,
FABYAN PL AT NYE AVE,njt_bus,6369,,
FABYAN PL AT HAWTHORNE AVE,njt_bus,6370,,
FABYAN PL AT BEVERLEY ST,njt_bus,6371,,
FABYAN PL AT CLINTON AVE,njt_bus,6372,,
FABYAN PL AT BEVERLEY ST,njt_bus,6373,,
FABYAN PL AT HAWTHORNE AVE,njt_bus,6374,,
FABYAN PL AT NYE AVE,njt_bus,6375,,
FABYAN PL AT LORETTO ST,njt_bus,6376,,
FERRY ST AT UNION ST,njt_bus,6377,,
FERRY ST AT ADAMS ST,njt_bus,6378,,
FERRY ST AT POLK ST,njt_bus,6379,,
FERRY ST AT ALYEA ST,njt_bus,6380,,
FERRY ST AT NIAGARA ST,njt_bus,6381,,
FERRY ST AT FILLMORE ST,njt_bus,6382,,
FERRY ST AT MAIN ST,njt_bus,6383,,
FERRY ST AT LEXINGTON ST,njt_bus,6384,,
FERRY ST AT CHRISTIE ST,njt_bus,6385,,
FERRY ST AT HAWKINS ST,njt_bus,6386,,
FERRY ST AT MANUFACTURERS PL,njt_bus,6387,,
FERRY ST AT WAYDELL ST,njt_bus,6388,,
FERRY ST AT LOCKWOOD ST,njt_bus,6389,,
FERRY ST AT BLANCHARD ST,njt_bus,6390,,
FERRY ST AT MAIN ST,njt_bus,6391,,
FERRY ST AT FILLMORE ST,njt_bus,6392,,
FERRY ST AT CHAMBERS ST,njt_bus,6393,,
FERRY ST AT MERCHANT ST,njt_bus,6394,,
FERRY ST AT ADAMS ST,njt_bus,6395,,
FERRY ST AT UNION ST,njt_bus,6396,,
FIRMENCH WAY AT G.O.D. WAY/WAREHOUSE PLACE,njt_bus,6397,,
FIRMENCH WAY 90'E OF DOREMUS AVE,njt_bus,6398,,
FLEMING AVE AT RICHARDS ST,njt_bus,6399,,
FLEMING AVE AT CHRISTIE ST,njt_bus,6400,,
FLEMING AVE AT OXFORD ST,njt_bus,6401,,
FRANKLIN AVE AT CLARA MAASS DR,njt_bus,6402,,
FRANKLIN AVE AT STEPHEN CRANE PLAZA,njt_bus,6403,,
FRANKLIN AVE AT ANTHONY ST,njt_bus,6404,,
HELLER PKWY AT NORTH 6TH ST,njt_bus,6405,,
FRELINGHUYSEN AVE AT VIRGINIA ST,njt_bus,6406,,
FRELINGHUYSEN AVE AT MCCLELLAN ST,njt_bus,6407,,
FRELINGHUYSEN AVE AT EVERGREEN AVE,njt_bus,6408,,
FRELINGHUYSEN AVE AT VAN DUYNE ST,njt_bus,6409,,
FRELINGHUYSEN AVE AT LOWELL PL,njt_bus,6410,,
FRELINGHUYSEN AVE AT VICTORIA ST,njt_bus,6411,,
FRELINGHUYSEN AVE AT TOLER PL,njt_bus,6412,,
FRELINGHUYSEN AVE AT PEERLESS PL,njt_bus,6413,,
FRELINGHUYSEN AVE AT CONCORD ST,njt_bus,6414,,
FRELINGHUYSEN AVE AT CLIFTON ST,njt_bus,6415,,
FRELINGHUYSEN AVE AT EAST ALPINE ST,njt_bus,6416,,
FRELINGHUYSEN AVE AT EAST ALPINE ST,njt_bus,6417,,
FRELINGHUYSEN AVE AT EAST BIGELOW ST,njt_bus,6418,,
FRELINGHUYSEN AVE AT CONCORD ST,njt_bus,6419,,
FRELINGHUYSEN AVE AT TOLER PL,njt_bus,6420,,
FRELINGHUYSEN AVE AT VICTORIA ST,njt_bus,6421,,
FRELINGHUYSEN AVE AT NOBLE ST,njt_bus,6422,,
FRELINGHUYSEN AVE AT MEEKER AVE,njt_bus,6423,,
FRELINGHUYSEN AVE AT DAYTON ST,njt_bus,6424,,
FRELINGHUYSEN AVE AT FOSTER ST,njt_bus,6425,,
FRELINGHUYSEN AVE AT SETH BOYDEN TER,njt_bus,6426,,
FRELINGHUYSEN AVE AT EVERGREEN AVE,njt_bus,6427,,
FRELINGHUYSEN AVE AT MITCHELL PL,njt_bus,6428,,
FRELINGHUYSEN AVE AT VAN VECHTEN ST,njt_bus,6429,,
FRELINGHUYSEN AVE AT VIRGINIA ST,njt_bus,6430,,
FRONTAGE RD (SHERATON HOTEL),njt_bus,6431,,Jersey Gardens
GROVE ST AT S ORANGE AVE,njt_bus,6432,,
GROVE ST AT 13TH AVE,njt_bus,6433,,
GROVE ST AT 13TH AVE,njt_bus,6434,,
GROVE ST AT S ORANGE AVE,njt_bus,6435,,
HAWTHORNE AVE AT FABYAN PL,njt_bus,6436,,
HAWTHORNE AVE AT CLINTON PL,njt_bus,6437,,
HAWTHORNE AVE AT GOODWIN AVE,njt_bus,6438,,
HAWTHORNE AVE AT OSBORNE TERR,njt_bus,6439,,
HAWTHORNE AVE AT SEYMOUR AVE,njt_bus,6440,,
HAWTHORNE AVE AT BERGEN ST,njt_bus,6441,,
HAWTHORNE AVE AT PESHINE AVE,njt_bus,6442,,
HAWTHORNE AVE AT BERGEN ST,njt_bus,6443,,
HAWTHORNE AVE AT SEYMOUR AVE,njt_bus,6444,,
HAWTHORNE AVE AT OSBORNE TERR,njt_bus,6445,,
HAWTHORNE AVE AT REEVES PL,njt_bus,6446,,
HAWTHORNE AVE AT CLINTON PL,njt_bus,6447,,
HAWTHORNE AVE AT LESLIE ST,njt_bus,6448,,
HAWTHORNE AVE AT FABYAN PL,njt_bus,6449,,
HELLER PKWY AT 1ST ST,njt_bus,6450,,
HELLER PKWY 220'E OF NORTH 6TH ST,njt_bus,6451,,
HELLER PKWY AT LAKE ST,njt_bus,6452,,
HELLER PKWY AT CLIFTON AVE,njt_bus,6453,,
HELLER PKWY AT CLIFTON AVE,njt_bus,6454,,
HELLER PKWY AT LAKE ST,njt_bus,6455,,
HELLER PKWY AT FOREST HILL PKWY,njt_bus,6456,,
HELLER PKWY AT FRANKLIN AVE,njt_bus,6457,,
IRVINE TURNER BLVD AT AVON AVE,njt_bus,6458,,
IRVINE TURNER BLVD AT MUHAMMED ALI AVE,njt_bus,6459,,
IRVINE TURNER BLVD AT SPRUCE ST,njt_bus,6460,,
IRVINE TURNER BLVD AT 17TH ST,njt_bus,6461,,
IRVINE TURNER BLVD AT WEST KINNEY ST,njt_bus,6462,,
IRVINE TURNER BLVD AT COURT ST,njt_bus,6463,,
IRVINE TURNER BLVD AT SPRINGFIELD AVE,njt_bus,6464,,
IRVINE TURNER BLVD AT WEST KINNEY ST,njt_bus,6465,,
IRVINE TURNER BLVD AT 17TH AVE,njt_bus,6466,,
IRVINE TURNER BLVD AT MUHAMMED ALI AVE,njt_bus,6467,,
IRVINE TURNER BLVD AT AVON AVE,njt_bus,6468,,
IRVINE TURNER BLVD 300'N OF MADISON AVE,njt_bus,6469,,Livingston Mall
IRVINGTON AVE AT TUXEDO PKWY,njt_bus,6470,,Irvington
IRVINGTON AVE AT BOYDEN AVE,njt_bus,6471,,Irvington
IRVINGTON AVE AT MANOR DR,njt_bus,6472,,Irvington
IVY HILL LOOP (MT VERNON PL),njt_bus,6473,,
JONES ST AT SPRINGFIELD AVE,njt_bus,6474,,
KELLOGG ST 320' E OF CORBIN ST,njt_bus,6475,,Kearny
KELLOGG ST 290' E OF CORBIN ST,njt_bus,6476,,Jersey Gardens
LAKE ST AT VERONA AVE,njt_bus,6477,,
LAKE ST LOOP,njt_bus,6478,,
LINCOLN PARK AT HALSEY ST,njt_bus,6479,,Clinton Avenue
LINCOLN PARK AT WASHINGTON ST,njt_bus,6480,,Clinton Avenue
LYONS AVE AT STECHER ST,njt_bus,6481,,New York
LYONS AVE AT LESLIE ST,njt_bus,6482,,New York
LYONS AVE AT DEWEY ST,njt_bus,6483,,New York
LYONS AVE AT ALDINE ST,njt_bus,6484,,New York
LYONS AVE AT MAPLE AVE,njt_bus,6485,,New York
LYONS AVE AT OSBORNE TERR,njt_bus,6486,,Newark
LYONS AVE AT BERGEN ST,njt_bus,6487,,New York
LYONS AVE AT PORTER PL,njt_bus,6488,,New York
LYONS AVE AT PORTER PL,njt_bus,6489,,Irvington
LYONS AVE AT BERGEN ST,njt_bus,6490,,Irvington
LYONS AVE AT PARKVIEW TERRACE,njt_bus,6491,,Irvington
LYONS AVE AT OSBORNE TERR,njt_bus,6492,,Irvington
LYONS AVE AT SCHUYLER AVE,njt_bus,6493,,Irvington
LYONS AVE AT ALDINE ST,njt_bus,6494,,Irvington
LYONS AVE AT DEWEY ST,njt_bus,6495,,Irvington
LYONS AVE AT LESLIE ST,njt_bus,6496,,Irvington
LYONS AVE AT FABYAN PLACE,njt_bus,6497,,Irvington
MANOR DR 620' S OF MT. VERNON PL.,njt_bus,6498,,Irvington
MANOR DR 620' S OF MT. VERNON PL.,njt_bus,6499,,New York
MAPLE AVE AT CHANCELLOR AVE,njt_bus,6500,,
MAPLE AVE AT CHANCELLOR AVE,njt_bus,6501,,Newark
MAPLE AVE AT LYONS AVE,njt_bus,6502,,Newark
MAPLE AVE AT LYONS AVE,njt_bus,6503,,Irvington
MAPLE AVE AT GOLDSMITH AVE,njt_bus,6504,,Irvington
MAPLE AVE AT CHANCELLOR AVE,njt_bus,6505,,Irvington
MAPLE AVE AT KEER AVE,njt_bus,6506,,
MAPLE AVE AT GRUMMAN AVE,njt_bus,6507,,
MARKET ST AT WASHINGTON ST,njt_bus,6508,,
MARKET ST AT BROAD ST,njt_bus,6509,,
MARKET ST AT MULBERRY ST,njt_bus,6510,,
MARKET ST AT MCCARTER HWY,njt_bus,6511,,
EASTBOUND MARKET ST UNDER BRIDGE,njt_bus,6512,,
MARKET ST AT UNION ST,njt_bus,6513,,New York
MARKET ST AT MONROE ST,njt_bus,6514,,New York
MARKET ST AT FERGUSON ST,njt_bus,6515,,New York
MARKET ST AT FILLMORE ST,njt_bus,6516,,New York
MARKET ST AT MOTT ST,njt_bus,6517,,New York
MARKET ST BUS LANE AT RAYMOND PLAZA W,njt_bus,6518,,
MARKET ST AT MULBERRY ST,njt_bus,6519,,
MARKET ST AT BROAD ST,njt_bus,6520,,
MARKET ST AT HALSEY ST,njt_bus,6521,,
MARKET ST AT WASHINGTON ST,njt_bus,6522,,
MCWHORTER ST AT HAMILTON ST,njt_bus,6523,,
MCWHORTER ST AT GREEN ST,njt_bus,6524,,
MEEKER AVE AT EMPIRE ST,njt_bus,6525,,New York
MEEKER AVE AT FRELINGHUYSEN AVE,njt_bus,6526,,Irvington
MEEKER AVE AT EMPIRE ST,njt_bus,6527,,Irvington
MOTT ST AT MARKET ST,njt_bus,6528,,
MT PROSPECT AVE AT EAST 3RD AVE,njt_bus,6529,,
MT PROSPECT AVE AT EAST 2ND AVE,njt_bus,6530,,
MT PROSPECT AVE 100'N OF MT PROSPECT PL,njt_bus,6531,,
MT PROSPECT AVE AT ABINGTON AVE,njt_bus,6532,,
MT PROSPECT AVE 75'S OF BALLANTINE PKWY.,njt_bus,6533,,
MT PROSPECT AVE AT EAST DELAVAN AVE,njt_bus,6534,,
MT PROSPECT AVE AT ELWOOD AVE,njt_bus,6535,,
MT PROSPECT AVE AT GRAFTON AVE,njt_bus,6536,,
MT PROSPECT AVE AT VERONA AVE,njt_bus,6537,,
MT PROSPECT AVE AT SYLVAN AVE,njt_bus,6538,,
MT PROSPECT AVE AT SYLVAN AVE,njt_bus,6539,,
MT PROSPECT AVE AT GRAFTON AVE,njt_bus,6540,,
MT PROSPECT AVE AT HELLER PKWY,njt_bus,6541,,
MT PROSPECT AVE AT EAST DELAVAN AVE,njt_bus,6542,,
MT PROSPECT AVE AT BALLANTINE PKWY,njt_bus,6543,,
MT PROSPECT AVE AT ABINGTON AVE,njt_bus,6544,,
MT PROSPECT AVE 250'N OF MT. PROSPECT PL.,njt_bus,6545,,
MT PROSPECT AVE AT EAST 2ND AVE,njt_bus,6546,,
MT PROSPECT AVE AT EAST 3RD AVE,njt_bus,6547,,
MT PROSPECT AVE AT BLOOMFIELD AVE,njt_bus,6548,,
MT. VERNON PL AT NORMAN RD,njt_bus,6549,,
MT. VERNON PL AT KERRIGAN BLVD,njt_bus,6550,,
MT. VERNON PL AT SANDFORD AVE,njt_bus,6551,,
MT. VERNON PL AT KERRIGAN BLVD,njt_bus,6552,,
MT. VERNON PL AT NORMAN RD,njt_bus,6553,,
MT. VERNON PL AT MIDLAND PL,njt_bus,6554,,
MT. VERNON PL AT MANOR DR,njt_bus,6555,,
MULBERRY ST AT CLINTON ST,njt_bus,6556,,
MULBERRY ST AT COMMERCE ST,njt_bus,6557,,
NEWARK AIRPORT BUILDING #4 AT BUS HOV LANE LOCAT,njt_bus,6558,,Elizabeth
TERMINAL B,njt_bus,6559,,Elizabeth
TERMINAL C,njt_bus,6560,,Elizabeth
NORFOLK ST AT WEST MARKET ST,njt_bus,6561,,
NORFOLK ST AT WARREN ST,njt_bus,6562,,
NORFOLK ST AT CENTRAL AVE,njt_bus,6563,,
NORFOLK ST AT SUSSEX AVE,njt_bus,6564,,
NORFOLK ST AT ORANGE ST,njt_bus,6565,,
NORFOLK ST AT SUSSEX AVE,njt_bus,6566,,
NORFOLK ST AT WARREN ST,njt_bus,6567,,
NORFOLK ST AT WEST MARKET ST,njt_bus,6568,,
NORTH 14TH ST AT HEDDEN PL. (LAYOVER ONLY),njt_bus,6569,,
ORANGE ST AT S 14TH ST,njt_bus,6570,,
ORANGE ST AT 1ST ST,njt_bus,6571,,
ORANGE ST AT NORFOLK ST,njt_bus,6572,,
ORANGE ST AT NESBITT ST,njt_bus,6573,,
ORANGE ST AT BOYDEN ST,njt_bus,6574,,
ORANGE ST AT D.M.L. KING BLVD,njt_bus,6575,,
ORANGE ST AT BURNETT ST,njt_bus,6576,,
ORANGE ST 100' E OF BOYDEN ST,njt_bus,6577,,
ORANGE ST AT DURYEA ST,njt_bus,6578,,Newark
ORANGE ST AT S 14TH ST,njt_bus,6579,,
PACIFIC ST AT CHESTNUT ST,njt_bus,6580,,
PACIFIC ST AT MALVERN ST,njt_bus,6581,,
PACIFIC ST AT WALNUT ST,njt_bus,6582,,
PARK AVE AT NORTH 11TH ST,njt_bus,6583,,
PARK AVE AT ROSEVILLE AVE,njt_bus,6584,,
PARK AVE AT NORTH 6TH ST,njt_bus,6585,,
PARK AVE STATION,njt_bus,6586,,
PARK AVE AT PARKER ST,njt_bus,6587,,
PARK AVE AT CLIFTON AVE,njt_bus,6588,,
PARK AVE AT PARKER ST,njt_bus,6589,,
PARK AVE STATION,njt_bus,6590,,
PARK AVE AT NORTH 6TH ST,njt_bus,6591,,
PARK AVE AT ROSEVILLE AVE,njt_bus,6592,,
PARK AVE AT NORTH 11TH ST,njt_bus,6593,,
PARK PLACE AT RAYMOND BLVD,njt_bus,6594,,
BUS LANES (RAYMOND BLVD SIDE),njt_bus,6595,,
POINIER ST AT PENNSYLVANIA AVE,njt_bus,6596,,
PULASKI ST AT NEW YORK AVE,njt_bus,6597,,
PULASKI STREET AT NICHOLS STREET,njt_bus,6598,,
PULASKI ST AT CHESTNUT ST,njt_bus,6599,,
PULASKI ST AT DELANCY ST,njt_bus,6600,,
PULASKI ST AT CLIFFORD ST,njt_bus,6601,,
RAYMOND BLVD AT WASHINGTON ST,njt_bus,6602,,Hackensack
RAYMOND BLVD AT BROAD ST,njt_bus,6603,,Livingston Mall
RAYMOND BLVD AT MULBERRY ST,njt_bus,6604,,Elizabeth
RAYMOND BLVD 244' W OF BLANCHARD ST.,njt_bus,6605,,
RAYMOND BLVD AT WAYDELL ST,njt_bus,6606,,
RAYMOND BLVD AT LOCKWOOD ST,njt_bus,6607,,
RAYMOND BLVD AT BRILL ST,njt_bus,6608,,Newark
RAYMOND BLVD AT PROVIDENCE ST,njt_bus,6609,,Newark
RAYMOND BLVD 30'E OF JEFFERSON STREET,njt_bus,6610,,Newark
RAYMOND BLVD AT JERSEY ST,njt_bus,6611,,Newark
RAYMOND BLVD AT RAYMOND PLAZA EAST,njt_bus,6612,,
RAYMOND BLVD 170'W OF MCCARTER HWY,njt_bus,6613,,Newark
RAYMOND BLVD AT COMMERCE CT,njt_bus,6614,,
RAYMOND BLVD AT WASHINGTON ST,njt_bus,6615,,
RAYMOND BLVD AT UNIVERSITY ST,njt_bus,6616,,
ROSEVILLE AVE AT SUSSEX AVE,njt_bus,6617,,
ROSEVILLE AVE AT ORANGE ST,njt_bus,6618,,
ROSEVILLE AVE AT 7TH AVE W,njt_bus,6619,,
ROSEVILLE AVE AT 6TH AVE W,njt_bus,6620,,
ROSEVILLE AVE AT PARK AVE,njt_bus,6621,,
ROSEVILLE AVE AT 4TH AVE,njt_bus,6622,,
ROSEVILLE AVE AT 3RD AVE W,njt_bus,6623,,
ROSEVILLE AVE AT 2ND AVE W,njt_bus,6624,,
ROSEVILLE AVE AT 1ST AVE W,njt_bus,6625,,
ROSEVILLE AVE AT BLOOMFIELD AVE,njt_bus,6626,,
ROSEVILLE AVE AT 2ND AVE W,njt_bus,6627,,
ROSEVILLE AVE AT 3RD AVE W,njt_bus,6628,,
ROSEVILLE AVE AT 4TH AVE,njt_bus,6629,,
ROSEVILLE AVE AT PARK AVE,njt_bus,6630,,
ROSEVILLE AVE AT 6TH AVE W,njt_bus,6631,,
ROSEVILLE AVE AT 7TH AVE W,njt_bus,6632,,
ROSEVILLE AVE AT ORANGE ST,njt_bus,6633,,
ROSEVILLE AVE AT SUSSEX AVE,njt_bus,6634,,
SANFORD AVE AT IVY ST,njt_bus,6635,,
SANFORD AVE AT VARSITY RD,njt_bus,6636,,
SANFORD AVE AT IVY ST,njt_bus,6637,,
SANFORD AVE AT MT VERNON PL,njt_bus,6638,,
SARAH VAUGHAN WAY 90' W OF PARK PL.,njt_bus,6639,,New York
SARAH VAUGHAN WAY (PARK PL) AT RECTOR ST,njt_bus,6640,,Newark
NORTH AREA TRANS CENTER - PORT ST,njt_bus,6641,,New York
SOUTH 8TH ST AT MARKET ST,njt_bus,6642,,
SOUTH 8TH ST AT MARKET ST,njt_bus,6643,,
S 8TH ST AT CENTRAL AVE,njt_bus,6644,,
S 10TH ST AT BLUM ST,njt_bus,6645,,
16TH AVE AT S 10TH ST,njt_bus,6646,,
S 10TH ST AT 15TH AVE,njt_bus,6647,,
S 10TH ST AT SOUTH ORANGE AVE,njt_bus,6648,,
S 10TH ST AT 13TH AVE,njt_bus,6649,,
S 10TH ST AT 12TH AVE,njt_bus,6650,,
S 10TH ST AT 11TH AVE,njt_bus,6651,,
S 10TH ST AT 11TH AVE,njt_bus,6652,,
S 10TH ST AT 12TH AVE,njt_bus,6653,,
S 10TH ST AT 13TH AVE,njt_bus,6654,,
S 10TH ST AT SOUTH ORANGE AVE,njt_bus,6655,,
S 10TH ST AT 15TH AVE,njt_bus,6656,,
16TH AVE AT S 10TH ST,njt_bus,6657,,
S 10TH ST AT BLUM ST,njt_bus,6658,,
S 11TH ST AT 13TH AVE,njt_bus,6659,,
S 12TH ST AT 11TH AVE,njt_bus,6660,,
S 12TH ST AT S ORANGE AVE,njt_bus,6661,,
S 18TH ST AT 15TH AVE,njt_bus,6662,,
S 18TH ST AT 16TH AVE,njt_bus,6663,,
S 18TH ST AT 18TH AVE,njt_bus,6664,,
S 18TH ST AT SPRINGFIELD AVE,njt_bus,6665,,
S 18TH ST AT AVON AVE,njt_bus,6666,,
FABYAN PL AT CLINTON AVE,njt_bus,6667,,
S 19TH ST AT HOPKINS PL,njt_bus,6668,,
S 19TH ST AT AVON AVE,njt_bus,6669,,
S 19TH ST AT SPRINGFIELD AVE,njt_bus,6670,,
S 19TH ST AT 19TH AVE,njt_bus,6671,,
S 19TH ST AT 17TH AVE,njt_bus,6672,,
S 19TH ST AT 16TH AVE,njt_bus,6673,,
S 19TH ST AT 15TH AVE,njt_bus,6674,,
SOUTH ORANGE AVE AT OAKLAND TER,njt_bus,6675,,Newark Penn Station
SOUTH ORANGE AVE AT SANDFORD AVE,njt_bus,6676,,Newark Penn Station
SOUTH ORANGE AVE AT STUYVESANT AVE,njt_bus,6677,,Newark Penn Station
SOUTH ORANGE AVE AT NORWOOD ST,njt_bus,6678,,Newark Penn Station
SOUTH ORANGE AVE AT BOYLAN ST,njt_bus,6679,,Newark Penn Station
SOUTH ORANGE AVE AT ALEXANDER ST,njt_bus,6680,,Newark Penn Station
SOUTH ORANGE AVE AT SOUTH MUNN AVE,njt_bus,6681,,Newark Penn Station
SOUTH ORANGE AVE AT GLADSTONE AVE,njt_bus,6682,,Newark Penn Station
SOUTH ORANGE AVENUE AT GROVE STREET,njt_bus,6683,,Newark Penn Station
SOUTH ORANGE AVE AT SOUTH 19TH ST,njt_bus,6684,,Newark Penn Station
SOUTH ORANGE AVE AT SOUTH 17TH ST,njt_bus,6685,,Newark Penn Station
SOUTH ORANGE AVE AT SOUTH 14TH ST,njt_bus,6686,,Newark Penn Station
SOUTH ORANGE AVE AT ASHLAND ST,njt_bus,6687,,Newark Penn Station
SOUTH ORANGE AVE AT SOUTH 8TH ST,njt_bus,6688,,Newark Penn Station
SOUTH ORANGE AVE AT SOUTH 11TH ST,njt_bus,6689,,Newark Penn Station
SOUTH ORANGE AVE AT SOUTH 6TH ST,njt_bus,6690,,Newark Penn Station
SOUTH ORANGE AVE AT FAIRMOUNT AVE,njt_bus,6691,,Newark Penn Station
SOUTH ORANGE AVE AT BERGEN ST,njt_bus,6692,,Newark Penn Station
SOUTH ORANGE AVE AT HUNTERDON ST,njt_bus,6693,,
SOUTH ORANGE AVE AT BRUCE ST,njt_bus,6694,,Newark Penn Station
S ORANGE AVE AT NORFOLK ST/JONES ST,njt_bus,6695,,Newark Penn Station
SOUTH ORANGE AVE AT HOWARD ST,njt_bus,6696,,Newark Penn Station
S ORANGE AVE AT NORFOLK ST/JONES ST,njt_bus,6697,,South Orange Avenue
SOUTH ORANGE AVE AT BRUCE ST,njt_bus,6698,,South Orange Avenue
SOUTH ORANGE AVE AT HUNTERDON ST,njt_bus,6699,,
SOUTH ORANGE AVE AT BERGEN ST,njt_bus,6700,,South Orange Avenue
